HPO_ID,Total_Count
HP:0000479,649
HP:0000726,49
HP:0001268,93
HP:0100543,143
HP:0000358,26
HP:0000062,41
HP:0000343,26
HP:0000288,87
HP:0000177,168
HP:0000159,295
HP:0003128,61
HP:0001941,150
HP:0004360,201
HP:0012337,614
HP:0007688,26
HP:0008323,28
HP:0030466,33
HP:0000512,49
HP:0030453,79
HP:0000520,31
HP:0011220,26
HP:0000290,184
HP:0000054,26
HP:0008736,32
HP:0000036,98
HP:0002120,53
HP:0002059,79
HP:0007369,98
HP:0001733,46
HP:0012091,54
HP:0001732,168
HP:0002012,639
HP:0001511,41
HP:0003236,41
HP:0040081,28
HP:0011021,43
HP:0010876,141
HP:0032180,1032
HP:0001696,26
HP:0001651,23
HP:0004307,78
HP:0001627,1105
HP:0030680,1125
HP:0008404,26
HP:0001597,358
HP:0003072,26
HP:0004363,42
HP:0010927,63
HP:0010929,158
HP:0003111,223
HP:0001348,26
HP:0002151,31
HP:0000670,26
HP:0011061,169
HP:0000164,810
HP:0008064,57
HP:0011368,252
HP:0001072,274
HP:0002344,40
HP:0003487,26
HP:0007256,30
HP:0002423,34
HP:0034482,29
HP:0002910,41
HP:0430135,28
HP:0001972,66
HP:0010972,139
HP:0002066,36
HP:0000253,26
HP:0005484,38
HP:0000771,24
HP:0000103,24
HP:0012590,37
HP:0011036,52
HP:0012211,283
HP:0007787,34
HP:0000523,37
HP:0000767,29
HP:0000766,135
HP:0000765,670
HP:0002829,24
HP:0012531,47
HP:0025142,94
HP:0000601,24
HP:0008936,29
HP:0000568,34
HP:0008056,43
HP:0008734,24
HP:0000050,24
HP:0001397,44
HP:0006561,47
HP:0031137,49
HP:0034644,54
HP:0032243,89
HP:0000470,24
HP:0003319,82
HP:0001839,24
HP:0000972,77
HP:0007556,79
HP:0000962,170
HP:0000926,69
HP:0003312,404
HP:0003468,587
HP:0012408,24
HP:0000121,44
HP:0001629,69
HP:0010438,74
HP:0001671,121
HP:0000768,29
HP:0000238,44
HP:0002072,42
HP:0002721,49
HP:0010978,783
HP:0002715,800
HP:0001382,62
HP:0011729,211
HP:0034430,206
HP:0011843,372
HP:0002315,76
HP:0003745,24
HP:0002751,39
HP:0002282,29
HP:0002269,101
HP:0000219,24
HP:0000233,28
HP:0000592,24
HP:0000591,42
HP:0000656,36
HP:0002758,64
HP:0001369,88
HP:0001367,888
HP:0007843,24
HP:0008046,124
HP:0003774,24
HP:0012622,48
HP:0000083,64
HP:0002239,46
HP:0011029,107
HP:0002750,33
HP:0000927,53
HP:0008070,74
HP:0003429,27
HP:0011400,73
HP:0001433,22
HP:0003811,22
HP:0011420,55
HP:0040006,50
HP:0001876,27
HP:0012145,42
HP:0005561,108
HP:0001204,47
HP:0009700,101
HP:0004278,151
HP:0005922,825
HP:0002136,22
HP:0000824,29
HP:0000830,58
HP:0040075,55
HP:0011747,200
HP:0012503,256
HP:0000864,276
HP:0004912,22
HP:0002148,37
HP:0100529,50
HP:0007502,22
HP:0001171,22
HP:0011108,22
HP:0000246,35
HP:0000245,100
HP:0002087,260
HP:0012252,927
HP:0002795,1323
HP:0002086,1333
HP:0000822,47
HP:0032263,50
HP:0030972,79
HP:0011025,804
HP:0000939,32
HP:0002937,32
HP:0002036,22
HP:0002577,116
HP:0012718,727
HP:0011024,872
HP:0001274,30
HP:0000280,27
HP:0001410,56
HP:0025155,55
HP:0001644,22
HP:0001638,88
HP:0001637,111
HP:0000037,27
HP:0001256,22
HP:0012265,22
HP:0012262,27
HP:0012261,32
HP:0002671,22
HP:0008069,186
HP:0003003,22
HP:0100273,21
HP:0100834,26
HP:0002250,150
HP:0002242,478
HP:0002465,22
HP:0000325,22
HP:0001302,22
HP:0001339,41
HP:0002536,79
HP:0001279,37
HP:0002007,22
HP:0008221,32
HP:0011732,120
HP:0000834,197
HP:0010743,32
HP:0001964,41
HP:0001832,259
HP:0002827,22
HP:0001384,77
HP:0003272,281
HP:0002644,351
HP:0002719,293
HP:0032101,288
HP:0000286,28
HP:0002094,50
HP:0002793,136
HP:0012725,22
HP:0001159,201
HP:0011297,350
HP:0002813,1343
HP:0001642,22
HP:0031654,16
HP:0031653,63
HP:0002857,27
HP:0002979,58
HP:0002981,201
HP:0001344,22
HP:0000413,22
HP:0000372,36
HP:0002754,36
HP:0001058,22
HP:0002342,22
HP:0003196,22
HP:0000276,22
HP:0100729,26
HP:0001010,99
HP:0001000,401
HP:0000544,47
HP:0000602,71
HP:0000597,94
HP:0000158,25
HP:0003712,45
HP:0030236,70
HP:0000567,20
HP:0000532,69
HP:0011923,20
HP:0008972,49
HP:0011922,50
HP:0003287,125
HP:0012103,147
HP:0011017,405
HP:0009917,20
HP:0000615,41
HP:0008527,20
HP:0007340,20
HP:0003690,46
HP:0002553,20
HP:0000534,109
HP:0000716,20
HP:0000745,50
HP:0025780,63
HP:0025766,83
HP:0000458,35
HP:0001328,35
HP:0000437,20
HP:0000436,72
HP:0010938,190
HP:0003307,25
HP:0005261,20
HP:0000154,20
HP:0000557,20
HP:0001087,36
HP:0000501,60
HP:0001943,70
HP:0011015,82
HP:0011014,128
HP:0001635,30
HP:0004440,40
HP:0000565,26
HP:0020045,17
HP:0001513,35
HP:0004324,40
HP:0000307,20
HP:0000306,61
HP:0002376,20
HP:0000571,25
HP:0000570,45
HP:0003521,39
HP:0003498,108
HP:0000034,25
HP:0005227,20
HP:0030255,25
HP:0200008,45
HP:0005266,75
HP:0000958,20
HP:0001761,20
HP:0009826,78
HP:0009815,108
HP:0009115,118
HP:0002019,30
HP:0001959,20
HP:0030082,10
HP:0040202,38
HP:5200241,229
HP:0003546,20
HP:0000327,30
HP:0000326,75
HP:0001488,25
HP:0000341,20
HP:0002972,20
HP:0002963,25
HP:0011840,45
HP:0031409,88
HP:0003431,20
HP:0000762,30
HP:0040129,25
HP:0003134,46
HP:0030177,86
HP:0001311,548
HP:0011344,20
HP:0003200,20
HP:0004303,161
HP:0002123,25
HP:0032677,26
HP:0002197,70
HP:0000815,20
HP:0000135,32
HP:0000080,247
HP:0000698,47
HP:0006482,152
HP:0000786,20
HP:0000141,25
HP:0000140,68
HP:0030012,68
HP:0000445,20
HP:0000294,20
HP:0000599,41
HP:0002070,20
HP:0007941,20
HP:0008905,40
HP:0008873,71
HP:0001156,69
HP:0011927,69
HP:0001620,20
HP:5200005,16
HP:5200010,16
HP:0031434,16
HP:0000739,25
HP:5200230,20
HP:5200401,25
HP:5200423,95
HP:0000540,26
HP:0000539,58
HP:0006487,36
HP:0000940,188
HP:0002126,36
HP:0000348,20
HP:0001004,32
HP:0000969,174
HP:0011032,194
HP:0002069,30
HP:0000717,20
HP:0007359,167
HP:0008180,20
HP:0006429,20
HP:0003367,48
HP:0003366,180
HP:0002823,332
HP:0040069,382
HP:0012110,25
HP:0002977,72
HP:0002354,37
HP:0001631,44
HP:0005120,104
HP:0002216,25
HP:0007495,51
HP:0001773,20
HP:0006494,185
HP:0001873,59
HP:0011873,64
HP:0011875,147
HP:0001872,231
HP:0012385,20
HP:0030044,10
HP:0000232,20
HP:0000178,47
HP:0010049,35
HP:0003002,25
HP:0100013,25
HP:0011793,139
HP:0002664,423
HP:0001636,50
HP:0001710,95
HP:0011563,105
HP:0011545,165
HP:0000989,20
HP:0011122,186
HP:0000966,25
HP:0007550,50
HP:0025276,60
HP:0002077,18
HP:0002076,36
HP:0005017,18
HP:0000934,19
HP:0004308,64
HP:0011675,287
HP:0030956,465
HP:0001518,18
HP:0007401,23
HP:0000608,31
HP:0000546,89
HP:0007703,42
HP:0002113,28
HP:0031983,24
HP:0005510,18
HP:0001609,24
HP:0001608,75
HP:0003378,18
HP:0000764,60
HP:0000759,373
HP:0011109,18
HP:0012735,18
HP:0003416,33
HP:0000444,18
HP:0011119,43
HP:0010819,18
HP:0020219,31
HP:0002584,18
HP:0004635,18
HP:0002949,39
HP:0002948,64
HP:0003422,94
HP:0009719,18
HP:0001973,18
HP:0002748,23
HP:0002607,18
HP:0012700,33
HP:0003316,18
HP:0008428,29
HP:0012340,18
HP:0012338,24
HP:0001278,28
HP:0002615,34
HP:0002883,28
HP:0006824,28
HP:0031910,29
HP:0009371,18
HP:0009370,24
HP:0005134,18
HP:0001641,44
HP:0001654,200
HP:0001993,23
HP:0001321,44
HP:0007360,50
HP:0003715,18
HP:0000995,38
HP:0003447,18
HP:0000668,18
HP:0009804,141
HP:0006483,160
HP:0001562,18
HP:0001560,37
HP:0001197,286
HP:0000975,34
HP:0007618,18
HP:0010766,109
HP:0004099,18
HP:0002986,18
HP:0003956,29
HP:0006488,39
HP:0002676,18
HP:0000691,38
HP:0002083,18
HP:0002943,24
HP:0004722,18
HP:0033282,17
HP:0000095,117
HP:0031263,112
HP:0011035,142
HP:0012368,18
HP:0002665,58
HP:0004377,99
HP:0002002,18
HP:0001763,18
HP:0000695,18
HP:0006288,24
HP:0006292,85
HP:0001081,41
HP:0012437,72
HP:0005264,94
HP:0004297,252
HP:0001392,373
HP:0007588,18
HP:0007400,95
HP:0000953,160
HP:0007759,74
HP:0007957,104
HP:0000481,366
HP:0009830,147
HP:0002352,57
HP:0002503,28
HP:0003133,29
HP:0002143,219
HP:0001319,23
HP:0008392,18
HP:0000823,18
HP:0008730,18
HP:0005413,18
HP:0032311,9
HP:0032179,14
HP:0001837,48
HP:0001780,2857
HP:0011712,18
HP:0011710,41
HP:0012722,46
HP:0031546,104
HP:0002169,33
HP:0005112,18
HP:0004942,62
HP:0001679,263
HP:0011004,643
HP:0033353,939
HP:0025015,964
HP:0009777,18
HP:0009380,54
HP:0006265,142
HP:0001853,18
HP:0009136,19
HP:0001310,24
HP:0000405,57
HP:0000132,18
HP:0008326,18
HP:0032476,9
HP:0004340,95
HP:0100508,160
HP:0032245,297
HP:0001935,23
HP:0000204,35
HP:0002110,18
HP:0025426,34
HP:0005607,119
HP:0002500,124
HP:0010993,248
HP:0000193,18
HP:0000172,49
HP:0100736,59
HP:0000973,43
HP:0008067,86
HP:0010647,108
HP:0008501,18
HP:0000582,18
HP:0010982,18
HP:0005661,18
HP:0000742,23
HP:0100716,55
HP:0005945,18
HP:0025423,115
HP:0001600,140
HP:0003040,34
HP:0100727,18
HP:0004311,46
HP:0010974,190
HP:0001881,454
HP:0001645,18
HP:0001695,23
HP:0000047,54
HP:0100627,65
HP:0000795,135
HP:0010936,330
HP:0008041,18
HP:0000063,18
HP:0012880,19
HP:0000058,72
HP:0000055,119
HP:0000322,18
HP:0000144,50
HP:0006743,18
HP:0002859,28
HP:0009728,42
HP:0002947,18
HP:0002808,41
HP:0004691,18
HP:0001770,100
HP:0001300,23
HP:0002071,57
HP:0002571,18
HP:0031857,9
HP:0025270,16
HP:0012719,80
HP:0002659,54
HP:0009073,18
HP:0003323,19
HP:0010627,18
HP:0010625,24
HP:0001054,18
HP:0003764,74
HP:0011355,370
HP:0000499,86
HP:0008513,18
HP:0000840,18
HP:0008373,96
HP:0006719,18
HP:0007378,70
HP:0010918,18
HP:0004339,44
HP:0033107,249
HP:0003112,310
HP:0004354,380
HP:0430071,678
HP:0000789,31
HP:0001807,18
HP:0025757,14
HP:0003540,53
HP:0030402,44
HP:0011869,84
HP:0002028,18
HP:0002014,39
HP:0002035,23
HP:0002034,39
HP:0001924,23
HP:0004442,18
HP:0003167,18
HP:0033097,19
HP:0003355,118
HP:0025745,113
HP:0033354,436
HP:0000835,28
HP:0000381,23
HP:0008628,41
HP:0004452,71
HP:0008609,115
HP:0000370,141
HP:0010677,18
HP:0000805,26
HP:0000009,101
HP:0000014,195
HP:0000718,27
HP:0000734,72
HP:0200022,18
HP:0007376,37
HP:0009879,18
HP:0006097,18
HP:0010492,24
HP:0006101,85
HP:0000485,18
HP:0001120,31
HP:0004844,18
HP:0001878,93
HP:0011895,103
HP:0100279,18
HP:0100281,19
HP:0002583,34
HP:0002037,39
HP:0002656,18
HP:0002652,51
HP:0002619,23
HP:0005293,24
HP:0002624,128
HP:0003118,28
HP:0002717,29
HP:0011733,77
HP:0011520,18
HP:0000642,40
HP:0007641,59
HP:0000551,84
HP:0002213,18
HP:0010719,50
HP:0012276,18
HP:0100261,24
HP:0002757,23
HP:0200044,18
HP:0008081,18
HP:0100258,18
HP:0010442,35
HP:0000303,18
HP:0012721,18
HP:0007906,18
HP:0012633,19
HP:0012632,24
HP:0000221,23
HP:0030809,81
HP:0000157,113
HP:0008807,18
HP:0003170,56
HP:0001388,18
HP:0001041,18
HP:0000268,18
HP:0000699,28
HP:0000692,91
HP:0003560,27
HP:0000319,18
HP:0008940,18
HP:0002716,36
HP:0002733,56
HP:0100763,71
HP:0002080,18
HP:0030186,9
HP:0002345,36
HP:0007763,18
HP:0001009,91
HP:0002013,28
HP:0002017,36
HP:0010464,18
HP:0008724,21
HP:0010462,30
HP:0031065,56
HP:0000137,83
HP:0000008,294
HP:0000812,417
HP:0008200,18
HP:0000843,31
HP:0011767,55
HP:0000828,111
HP:0011003,18
HP:0000545,25
HP:0010445,18
HP:0001947,43
HP:0000124,92
HP:0010636,18
HP:0000961,28
HP:0002355,18
HP:0200035,20
HP:0003365,18
HP:0001712,23
HP:0001711,49
HP:0001713,153
HP:0010702,48
HP:0010701,133
HP:0005368,218
HP:0012035,18
HP:0010259,18
HP:0010230,38
HP:0005920,203
HP:0005918,649
HP:0001528,28
HP:0000963,18
HP:0008065,105
HP:0004209,23
HP:0009179,29
HP:0004097,92
HP:0008812,18
HP:0003368,102
HP:0001374,23
HP:0001385,28
HP:0012185,18
HP:0012181,29
HP:0002870,18
HP:0010535,26
HP:5200283,20
HP:0002360,52
HP:0010895,33
HP:0010894,52
HP:0000013,18
HP:0008684,24
HP:0000130,91
HP:0002916,33
HP:0002521,18
HP:0011198,88
HP:0011182,292
HP:0025373,292
HP:0002353,439
HP:0030178,452
HP:0005950,18
HP:0007894,33
HP:0031605,49
HP:0007970,18
HP:0005001,18
HP:0002999,19
HP:0003045,74
HP:0034669,69
HP:0002815,89
HP:0100491,119
HP:0001399,43
HP:0005701,18
HP:0002763,49
HP:0010574,67
HP:0000375,63
HP:0011390,162
HP:0000359,167
HP:0002205,77
HP:0007380,28
HP:0100585,56
HP:0000096,29
HP:0002970,18
HP:0008354,18
HP:0008321,19
HP:0010990,60
HP:0003256,151
HP:0001928,174
HP:0001045,23
HP:0001643,33
HP:0011603,63
HP:0030962,58
HP:0005599,58
HP:0009887,80
HP:0009027,16
HP:0006780,16
HP:0100733,26
HP:0011766,56
HP:0100490,26
HP:0001220,42
HP:0012785,45
HP:0034681,40
HP:0001923,16
HP:0004312,25
HP:0004445,21
HP:0004447,67
HP:0003642,16
HP:0003160,24
HP:0012347,85
HP:0012346,118
HP:0012345,123
HP:0001639,26
HP:0009743,16
HP:0008496,23
HP:0001177,16
HP:0001161,55
HP:0009997,110
HP:0004275,115
HP:0000426,16
HP:0002209,16
HP:0003691,16
HP:0000782,89
HP:0003765,16
HP:0011123,171
HP:0012745,16
HP:0200007,42
HP:0200148,16
HP:0002897,16
HP:0004850,16
HP:0002625,18
HP:0004936,43
HP:0001977,88
HP:0000635,16
HP:0008034,63
HP:0001182,16
HP:0100807,18
HP:0005321,16
HP:0004439,23
HP:0006846,21
HP:0003391,16
HP:0003701,27
HP:0000736,24
HP:5200044,16
HP:0011274,23
HP:0002718,86
HP:0001640,16
HP:0000205,23
HP:0011338,58
HP:0002305,16
HP:0002745,16
HP:0025125,8
HP:0011830,113
HP:0012119,16
HP:0011902,53
HP:0002226,16
HP:0012569,16
HP:0003251,16
HP:0000452,21
HP:0000415,37
HP:0010763,16
HP:0009929,39
HP:0001688,16
HP:0001662,18
HP:0002104,36
HP:0012734,16
HP:0004660,16
HP:0000301,96
HP:0011799,101
HP:0012471,16
HP:0002058,16
HP:0004673,34
HP:0005346,59
HP:0002171,26
HP:0100705,53
HP:0000074,16
HP:0000071,23
HP:0006000,28
HP:0025634,23
HP:0000069,88
HP:0000678,16
HP:0008956,21
HP:0001441,38
HP:0001437,111
HP:0012245,16
HP:0012244,18
HP:0009046,16
HP:0004302,34
HP:0000059,16
HP:0000066,23
HP:0007018,16
HP:0000340,16
HP:0012178,16
HP:0012177,18
HP:0002108,21
HP:0002107,37
HP:0002103,66
HP:0002088,448
HP:0008052,22
HP:0001396,49
HP:0001131,56
HP:0002983,21
HP:0003126,16
HP:0000093,42
HP:0020129,45
HP:0000010,26
HP:0002669,16
HP:0010622,68
HP:0000999,16
HP:0005406,25
HP:0001581,59
HP:0012905,16
HP:0000651,16
HP:0011514,23
HP:0000982,16
HP:0001254,21
HP:0001537,16
HP:0001551,23
HP:0001050,16
HP:0000092,16
HP:0032599,8
HP:0000091,59
HP:0012575,69
HP:0001845,16
HP:0034398,16
HP:0003177,16
HP:0002867,94
HP:0002996,55
HP:0001376,156
HP:0002918,16
HP:0004921,21
HP:0004437,31
HP:0000048,16
HP:0000045,88
HP:0007737,16
HP:0000580,20
HP:0000448,16
HP:0009130,29
HP:0001421,72
HP:0000133,26
HP:0011993,27
HP:0011990,34
HP:0001874,93
HP:0001911,139
HP:0009778,21
HP:0009381,83
HP:0002558,16
HP:0008850,16
HP:0008897,31
HP:0001841,20
HP:0001829,62
HP:0004469,16
HP:0012387,23
HP:0011947,59
HP:0000363,66
HP:0000713,16
HP:5200263,18
HP:0001659,16
HP:0031652,20
HP:0003370,16
HP:0003006,31
HP:0004376,33
HP:0100836,50
HP:0100006,65
HP:0007325,16
HP:0000752,16
HP:0010628,36
HP:0002187,16
HP:0005938,78
HP:0012253,80
HP:0000262,21
HP:0000278,23
HP:0005403,36
HP:0001888,50
HP:0040088,44
HP:0004332,114
HP:0004979,27
HP:0000944,403
HP:0006801,16
HP:0005170,16
HP:0001709,23
HP:0001678,53
HP:0005150,68
HP:0002179,16
HP:0005736,26
HP:0000964,42
HP:0002476,17
HP:0000506,16
HP:0005687,16
HP:0003871,18
HP:0031095,93
HP:0000085,16
HP:0100542,39
HP:0002592,16
HP:0004295,38
HP:0003073,16
HP:0012116,23
HP:0001765,16
HP:0002092,16
HP:0033578,8
HP:0004890,18
HP:0030875,23
HP:0002591,16
HP:0100738,33
HP:0006282,16
HP:0006297,25
HP:0000682,59
HP:0000098,43
HP:0003127,16
HP:0000498,16
HP:0004315,22
HP:0004313,89
HP:0008551,31
HP:0008772,43
HP:0001406,21
HP:0003393,16
HP:0000689,21
HP:0001266,26
HP:0000230,16
HP:0000168,45
HP:0000126,16
HP:0010946,18
HP:0010944,33
HP:0006960,16
HP:0001561,16
HP:0006380,16
HP:0005750,28
HP:0003121,43
HP:0001746,16
HP:0010451,23
HP:0025408,43
HP:0001743,58
HP:0000122,16
HP:0000104,24
HP:0008678,47
HP:0001007,36
HP:0000076,16
HP:0005767,16
HP:0010621,31
HP:0010850,42
HP:0001900,16
HP:0001901,24
HP:0000541,47
HP:0001677,31
HP:0002621,73
HP:0002634,88
HP:0002093,74
HP:0005819,46
HP:0003259,16
HP:0002157,51
HP:0004364,106
HP:0001622,27
HP:0009803,25
HP:0009767,64
HP:0000337,16
HP:0009792,31
HP:0002898,63
HP:0011792,284
HP:0000657,16
HP:0001350,21
HP:0002960,58
HP:0001338,16
HP:0011970,16
HP:0011034,38
HP:0003552,36
HP:0001423,16
HP:0001417,23
HP:0007874,16
HP:0200005,23
HP:0003645,16
HP:0001008,16
HP:0011125,28
HP:0003016,77
HP:0001477,16
HP:0031705,8
HP:0004764,16
HP:0001634,22
HP:0001633,69
HP:0006705,114
HP:0004742,21
HP:0200042,31
HP:0002421,16
HP:0002135,16
HP:0002134,124
HP:0006538,16
HP:0000089,26
HP:0006988,16
HP:0001360,28
HP:0001104,16
HP:0008059,18
HP:0001103,109
HP:0001949,26
HP:0001948,43
HP:0003798,16
HP:0100303,39
HP:0100299,49
HP:0002514,51
HP:0002974,21
HP:0002818,260
HP:0040072,335
HP:0002973,380
HP:0006371,14
HP:0000463,14
HP:0000429,46
HP:0000320,14
HP:0012297,14
HP:0009834,57
HP:0009592,21
HP:0009733,50
HP:0030063,49
HP:0030061,49
HP:0030060,49
HP:0000418,14
HP:0010541,14
HP:0001965,22
HP:0002220,20
HP:0000618,21
HP:0001805,26
HP:0003041,14
HP:0002980,29
HP:0009843,14
HP:0011530,14
HP:0011958,17
HP:0008457,19
HP:0008450,32
HP:0008438,57
HP:0001162,29
HP:0000350,14
HP:0009125,30
HP:0009124,190
HP:0001808,14
HP:0012115,59
HP:0012649,82
HP:0012647,92
HP:0004586,23
HP:0002370,19
HP:0002311,36
HP:0001875,19
HP:0011991,27
HP:0002020,14
HP:0002231,14
HP:0012221,14
HP:0033800,12
HP:0008066,27
HP:0003124,14
HP:0003107,88
HP:0003119,172
HP:0000687,20
HP:0007354,14
HP:0007373,17
HP:0002450,33
HP:0012757,36
HP:0000455,14
HP:0000336,24
HP:0100538,32
HP:0000606,68
HP:0012378,24
HP:0002599,14
HP:0002346,17
HP:0030188,22
HP:0010041,14
HP:0010039,22
HP:0005914,92
HP:0005916,405
HP:0002555,14
HP:0002298,48
HP:0200150,14
HP:0012202,17
HP:0030984,12
HP:0010996,27
HP:0001022,14
HP:0000049,14
HP:0000533,25
HP:0200065,28
HP:0000976,14
HP:0002578,14
HP:0100615,24
HP:0004935,14
HP:0030966,67
HP:0004414,82
HP:0004930,162
HP:0004334,29
HP:0010044,14
HP:0010042,23
HP:0000894,19
HP:0006710,31
HP:0000889,81
HP:0002097,15
HP:0004840,14
HP:0001931,22
HP:0000403,14
HP:0000388,29
HP:0000555,14
HP:0000476,24
HP:0025668,59
HP:0000464,84
HP:0100775,14
HP:0010303,32
HP:0008401,14
HP:0001934,14
HP:0000819,60
HP:0002078,19
HP:0001394,30
HP:0410042,95
HP:0012256,19
HP:0200106,43
HP:0012255,48
HP:0008479,29
HP:0005416,14
HP:0004431,55
HP:0005339,75
HP:0002723,14
HP:0010977,17
HP:0001097,14
HP:0001096,17
HP:0000491,31
HP:0011495,70
HP:0000552,14
HP:0011519,17
HP:0011275,14
HP:0000679,14
HP:0006479,33
HP:0000685,24
HP:0002067,14
HP:0000965,14
HP:0009921,14
HP:0025068,7
HP:0003749,19
HP:0003325,24
HP:0002326,14
HP:0001297,29
HP:0100659,53
HP:0000264,34
HP:0008689,14
HP:0000581,25
HP:0000495,14
HP:0200020,31
HP:0002557,14
HP:0006709,22
HP:0000974,29
HP:0002297,14
HP:0012165,14
HP:0011980,14
HP:0002085,14
HP:0002084,62
HP:0011815,72
HP:0002018,14
HP:0009025,39
HP:0000457,14
HP:0008948,14
HP:0001457,51
HP:0001446,127
HP:0005144,14
