HPO_IDs,Count
HP:0003003,11
HP:0002465,11
HP:0000325,11
HP:0001302,11
HP:0001279,11
HP:0002059,11
HP:0002007,11
HP:0008221,11
HP:0010743,11
HP:0002827,11
HP:0002719,11
HP:0000286,11
HP:0002094,11
HP:0012725,11
HP:0001642,11
HP:0002857,11
HP:0001344,11
HP:0000413,11
HP:0002754,11
HP:0001058,11
HP:0002342,11
HP:0003196,11
HP:0000276,11
HP:0001010,10
HP:0001438,10
HP:0000544,10
HP:0000158,10
HP:0000567,10
HP:0011923,10
HP:0009917,10
HP:0008527,10
HP:0007340,10
HP:0002553,10
HP:0000716,10
HP:0000458,10
HP:0001328,10
HP:0000437,10
HP:0003307,10
HP:0005261,10
HP:0000154,10
HP:0000557,10
HP:0001943,10
HP:0001635,10
HP:0004440,10
HP:0000565,10
HP:0001513,10
HP:0000307,10
HP:0002376,10
HP:0000571,10
HP:0003521,10
HP:0000034,10
HP:0005227,10
HP:0000958,10
HP:0001761,10
HP:0009826,10
HP:0002019,10
HP:0001959,10
HP:0000501,10
HP:0003546,10
HP:0000327,10
HP:0001488,10
HP:0000341,10
HP:0001597,10
HP:0002972,10
HP:0003431,10
HP:0011344,10
HP:0003200,10
HP:0002123,10
HP:0000815,10
HP:0000951,10
HP:0000698,10
HP:0000786,10
HP:0000445,10
HP:0000294,10
HP:0002070,10
HP:0007941,10
HP:0008905,10
HP:0001156,10
HP:0001620,10
HP:0000739,10
HP:0000540,10
HP:0006487,10
HP:0002126,10
HP:0000348,10
HP:0001004,10
HP:0002069,10
HP:0000717,10
HP:0007359,10
HP:0008180,10
HP:0006429,10
HP:0012110,10
HP:0002354,10
HP:0001631,10
HP:0002216,10
HP:0005484,10
HP:0001773,10
HP:0001873,10
HP:0012385,10
HP:0000232,10
HP:0010049,10
HP:0003002,10
HP:0001636,10
HP:0000989,10
HP:0000966,10
HP:0002077,9
HP:0005017,9
HP:0004308,9
HP:0001518,9
HP:0007401,9
HP:0007703,9
HP:0001159,9
HP:0002113,9
HP:0005510,9
HP:0001609,9
HP:0003378,9
HP:0011109,9
HP:0012735,9
HP:0003416,9
HP:0000444,9
HP:0010819,9
HP:0002584,9
HP:0004635,9
HP:0009719,9
HP:0001973,9
HP:0001000,9
HP:0002748,9
HP:0002607,9
HP:0003316,9
HP:0012340,9
HP:0001278,9
HP:0002883,9
HP:0006824,9
HP:0009371,9
HP:0005134,9
HP:0001993,9
HP:0001321,9
HP:0003715,9
HP:0000995,9
HP:0003447,9
HP:0000668,9
HP:0001562,9
HP:0000975,9
HP:0007618,9
HP:0004099,9
HP:0002986,9
HP:0002676,9
HP:0000691,9
HP:0002083,9
HP:0002943,9
HP:0004722,9
HP:0012368,9
HP:0002665,9
HP:0002002,9
HP:0001763,9
HP:0000695,9
HP:0001081,9
HP:0007588,9
HP:0008972,9
HP:0007759,9
HP:0009830,9
HP:0002352,9
HP:0002503,9
HP:0001319,9
HP:0008392,9
HP:0000823,9
HP:0008730,9
HP:0005413,9
HP:0001837,9
HP:0011712,9
HP:0002169,9
HP:0005112,9
HP:0002076,9
HP:0009777,9
HP:0001853,9
HP:0001310,9
HP:0000405,9
HP:0000962,9
HP:0000132,9
HP:0000534,9
HP:0008326,9
HP:0001935,9
HP:0000204,9
HP:0002110,9
HP:0002500,9
HP:0000193,9
HP:0008736,9
HP:0001892,9
HP:0000973,9
HP:0008501,9
HP:0000582,9
HP:0010982,9
HP:0005661,9
HP:0000742,9
HP:0005945,9
HP:0003040,9
HP:0100727,9
HP:0001645,9
HP:0000047,9
HP:0008041,9
HP:0000063,9
HP:0000322,9
HP:0000144,9
HP:0006743,9
HP:0002947,9
HP:0004691,9
HP:0001300,9
HP:0002571,9
HP:0002659,9
HP:0009073,9
HP:0010627,9
HP:0001054,9
HP:0000499,9
HP:0008513,9
HP:0000840,9
HP:0006719,9
HP:0010918,9
HP:0000789,9
HP:0001807,9
HP:0003540,9
HP:0002028,9
HP:0002035,9
HP:0001924,9
HP:0004442,9
HP:0003167,9
HP:0000835,9
HP:0000381,9
HP:0010677,9
HP:0000718,9
HP:0200022,9
HP:0009879,9
HP:0006097,9
HP:0000485,9
HP:0004844,9
HP:0100279,9
HP:0002656,9
HP:0002619,9
HP:0003118,9
HP:0011520,9
HP:0002213,9
HP:0012276,9
HP:0002757,9
HP:0200044,9
HP:0008081,9
HP:0100258,9
HP:0000303,9
HP:0012721,9
HP:0007906,9
HP:0000221,9
HP:0008807,9
HP:0001388,9
HP:0001041,9
HP:0003474,9
HP:0000268,9
HP:0000699,9
HP:0003560,9
HP:0000319,9
HP:0008940,9
HP:0002080,9
HP:0007763,9
HP:0002013,9
HP:0010464,9
HP:0008200,9
HP:0011003,9
HP:0010445,9
HP:0001947,9
HP:0010636,9
HP:0000961,9
HP:0002355,9
HP:0200035,9
HP:0003365,9
HP:0001712,9
HP:0010702,9
HP:0012035,9
HP:0010259,9
HP:0001528,9
HP:0000963,9
HP:0004209,9
HP:0008812,9
HP:0001374,9
HP:0012185,9
HP:0002870,9
HP:0010895,9
HP:0000013,9
HP:0002916,9
HP:0002521,9
HP:0005950,9
HP:0007894,9
HP:0007970,9
HP:0005001,9
HP:0001399,9
HP:0005701,9
HP:0010574,9
HP:0000375,9
HP:0002205,9
HP:0007380,9
HP:0000096,9
HP:0002970,9
HP:0008354,9
HP:0001045,9
HP:0001595,9
HP:0001643,9
HP:0005599,8
HP:0009027,8
HP:0006780,8
HP:0100490,8
HP:0001923,8
HP:0004445,8
HP:0003642,8
HP:0001639,8
HP:0009743,8
HP:0001177,8
HP:0000426,8
HP:0002209,8
HP:0003691,8
HP:0003765,8
HP:0012745,8
HP:0200148,8
HP:0002897,8
HP:0004850,8
HP:0000635,8
HP:0001182,8
HP:0005321,8
HP:0006846,8
HP:0003391,8
HP:0000736,8
HP:0011274,8
HP:0001640,8
HP:0000205,8
HP:0002305,8
HP:0002745,8
HP:0012119,8
HP:0002226,8
HP:0012569,8
HP:0003251,8
HP:0000452,8
HP:0010763,8
HP:0001688,8
HP:0002104,8
HP:0012734,8
HP:0004660,8
HP:0012471,8
HP:0002058,8
HP:0000642,8
HP:0002171,8
HP:0002148,8
HP:0000074,8
HP:0008873,8
HP:0000678,8
HP:0008956,8
HP:0012245,8
HP:0009046,8
HP:0000059,8
HP:0007018,8
HP:0000340,8
HP:0012178,8
HP:0002108,8
HP:0008052,8
HP:0001396,8
HP:0001131,8
HP:0002983,8
HP:0003126,8
HP:0000010,8
HP:0002669,8
HP:0000999,8
HP:0012905,8
HP:0000651,8
HP:0000982,8
HP:0001254,8
HP:0001537,8
HP:0000233,8
HP:0001050,8
HP:0000092,8
HP:0001845,8
HP:0003177,8
HP:0002996,8
HP:0002918,8
HP:0004437,8
HP:0000048,8
HP:0007737,8
HP:0000448,8
HP:0001268,8
HP:0009130,8
HP:0000133,8
HP:0011993,8
HP:0009778,8
HP:0002558,8
HP:0008850,8
HP:0001841,8
HP:0004469,8
HP:0000363,8
HP:0000713,8
HP:0001659,8
HP:0003370,8
HP:0003006,8
HP:0007325,8
HP:0000752,8
HP:0010628,8
HP:0002187,8
HP:0005938,8
HP:0000262,8
HP:0000278,8
HP:0005403,8
HP:0004979,8
HP:0006801,8
HP:0005170,8
HP:0002179,8
HP:0005736,8
HP:0000964,8
HP:0002476,8
HP:0004325,8
HP:0003498,8
HP:0000506,8
HP:0005687,8
HP:0000085,8
HP:0002592,8
HP:0003073,8
HP:0000545,8
HP:0001765,8
HP:0002092,8
HP:0002591,8
HP:0006282,8
HP:0000098,8
HP:0003127,8
HP:0000498,8
HP:0004315,8
HP:0008551,8
HP:0001406,8
HP:0010972,8
HP:0003393,8
HP:0000689,8
HP:0001266,8
HP:0000230,8
HP:0000126,8
HP:0006960,8
HP:0001561,8
HP:0006380,8
HP:0001746,8
HP:0000122,8
HP:0001007,8
HP:0000076,8
HP:0005767,8
HP:0010850,8
HP:0002071,8
HP:0001900,8
HP:0000541,8
HP:0001677,8
HP:0002808,8
HP:0002093,8
HP:0005819,8
HP:0003259,8
HP:0001622,8
HP:0009803,8
HP:0000337,8
HP:0009792,8
HP:0000657,8
HP:0001350,8
HP:0002960,8
HP:0001338,8
HP:0011970,8
HP:0003552,8
HP:0001423,8
HP:0007874,8
HP:0003645,8
HP:0001008,8
HP:0001123,8
HP:0003016,8
HP:0001477,8
HP:0012347,8
HP:0004764,8
HP:0004742,8
HP:0200042,8
HP:0002421,8
HP:0100716,8
HP:0012622,8
HP:0002135,8
HP:0006538,8
HP:0000089,8
HP:0001770,8
HP:0006988,8
HP:0001104,8
HP:0001949,8
HP:0003798,8
HP:0002514,8
HP:0002974,8
HP:0006371,7
HP:0000463,7
HP:0000320,7
HP:0012297,7
HP:0009592,7
HP:0000418,7
HP:0010541,7
HP:0002220,7
HP:0000618,7
HP:0001805,7
HP:0003041,7
HP:0002980,7
HP:0009843,7
HP:0011530,7
HP:0004363,7
HP:0007957,7
HP:0008457,7
HP:0001162,7
HP:0000350,7
HP:0009125,7
HP:0001808,7
HP:0012115,7
HP:0004586,7
HP:0002370,7
HP:0001875,7
HP:0002020,7
HP:0002231,7
HP:0012221,7
HP:0003124,7
HP:0000687,7
HP:0007354,7
HP:0000455,7
HP:0000336,7
HP:0002859,7
HP:0012378,7
HP:0002599,7
HP:0010041,7
HP:0002555,7
HP:0200150,7
HP:0001022,7
HP:0000734,7
HP:0000049,7
HP:0000533,7
HP:0000976,7
HP:0002578,7
HP:0100615,7
HP:0004935,7
HP:0004334,7
HP:0010044,7
HP:0001339,7
HP:0000894,7
HP:0002097,7
HP:0004840,7
HP:0000403,7
HP:0000555,7
HP:0000364,7
HP:0000476,7
HP:0100775,7
HP:0008401,7
HP:0001934,7
HP:0000819,7
HP:0002078,7
HP:0000093,7
HP:0001394,7
HP:0012256,7
HP:0008479,7
HP:0005416,7
HP:0002723,7
HP:0001097,7
HP:0000552,7
HP:0011275,7
HP:0000679,7
HP:0000685,7
HP:0002067,7
HP:0000965,7
HP:0009921,7
HP:0001695,7
HP:0002353,7
HP:0003749,7
HP:0002326,7
HP:0000264,7
HP:0008689,7
HP:0000581,7
HP:0000495,7
HP:0002557,7
HP:0000974,7
HP:0002297,7
HP:0012165,7
HP:0011980,7
HP:0002085,7
HP:0002018,7
HP:0009025,7
HP:0000457,7
HP:0008948,7
HP:0005144,7
HP:0006064,7
HP:0005525,7
HP:0001647,7
HP:0011675,7
HP:0000389,7
HP:0004447,7
HP:0001395,7
HP:0012871,7
HP:0011590,7
HP:0001976,7
HP:0003074,7
HP:0001385,7
HP:0000161,7
HP:0010655,7
HP:0000602,7
HP:0002527,7
HP:0000357,7
HP:0007556,7
HP:0009821,7
HP:0001607,7
HP:0004253,7
HP:0004727,7
HP:0000346,7
HP:0000020,7
HP:0000883,7
HP:0003376,7
HP:0004821,7
HP:0000300,7
HP:0003387,7
HP:0001657,7
HP:0001780,7
HP:0002173,7
HP:0002597,7
HP:0012040,7
HP:0003044,7
HP:0000324,7
HP:0001029,7
HP:0006739,7
HP:0001522,7
HP:0001992,7
HP:0002566,7
HP:0002419,7
HP:0001699,7
HP:0000646,7
HP:0000016,7
HP:0001987,7
HP:0003477,7
HP:0003390,7
HP:0001036,7
HP:0010038,7
HP:0002790,7
HP:0000846,7
HP:0003550,7
HP:0008028,7
HP:0003097,7
HP:0007936,7
HP:0001552,7
HP:0000943,7
HP:0000224,7
HP:0001082,7
HP:0006522,7
HP:0011110,7
HP:0000588,7
HP:0002273,7
HP:0009054,7
HP:0005273,7
HP:0200073,7
HP:0002217,7
HP:0001220,7
HP:0001963,7
HP:0003701,7
HP:0011532,7
HP:0009601,7
HP:0000992,7
HP:0001357,7
HP:0000491,7
HP:0000482,7
HP:0007020,7
HP:0002987,7
HP:0002812,7
HP:0009473,7
HP:0000083,7
HP:0000289,7
HP:0002714,7
HP:0001751,7
HP:0008074,7
HP:0001281,7
HP:0002384,7
HP:0006568,7
HP:0001217,7
HP:0007017,7
HP:0100710,7
HP:0012241,7
HP:0002313,7
HP:0100660,7
HP:0003763,7
HP:0000011,7
HP:0003470,7
HP:0000400,7
HP:0008069,7
HP:0002121,7
HP:0002653,7
HP:0002645,7
HP:0001114,7
HP:0002922,7
HP:0002023,7
HP:0001166,7
HP:0002726,7
HP:0011065,7
HP:0001634,7
HP:0010230,7
HP:0000585,7
HP:0003829,7
HP:0011094,7
HP:0012156,7
HP:0009754,7
HP:0001558,7
HP:0011097,7
HP:0007651,7
HP:0003141,7
HP:0002705,7
HP:0002373,7
HP:0003070,7
HP:0000546,7
HP:0100523,7
HP:0006237,7
HP:0003493,7
HP:0003819,7
HP:0011748,7
HP:0001638,7
HP:0007875,7
HP:0001141,7
HP:0001650,7
HP:0001269,7
HP:0000529,7
HP:0001540,7
HP:0003565,7
HP:0002919,7
HP:0000741,7
HP:0100522,7
HP:0003298,7
HP:0003121,7
HP:0002655,7
HP:0006946,7
HP:0000044,7
HP:0007010,7
HP:0005359,7
HP:0002098,7
HP:0001191,7
HP:0000308,7
HP:0001271,7
HP:0005792,7
HP:0008665,7
HP:0000274,7
HP:0000239,7
HP:0000362,7
HP:0002168,7
HP:0002317,7
HP:0000703,7
HP:0005684,7
HP:0002185,7
HP:0011273,7
HP:0006886,7
HP:0002188,7
HP:0002506,7
HP:0009882,7
HP:0001760,7
HP:0000212,7
HP:0009944,7
HP:0001798,7
HP:0000360,7
HP:0002311,7
HP:0000845,7
HP:0003274,7
HP:0001899,7
HP:0002511,7
HP:0012384,7
HP:0001491,7
HP:0009720,7
HP:0002885,7
HP:0000097,7
HP:0001377,7
HP:0003312,7
HP:0006051,7
HP:0003306,7
HP:0001930,7
HP:0002858,6
HP:0012650,6
HP:0010526,6
HP:0002162,6
HP:0005110,6
HP:0004429,6
HP:0002164,6
HP:0100540,6
HP:0006203,6
HP:0001297,6
HP:0002690,6
HP:0003911,6
HP:0008116,6
HP:0007068,6
HP:0011342,6
HP:0012762,6
HP:0000997,6
HP:0002942,6
HP:0002236,6
HP:0008824,6
HP:0001115,6
HP:0008003,6
HP:0000171,6
HP:0009465,6
HP:0002253,6
HP:0003184,6
HP:0001792,6
HP:0000421,6
HP:0100704,6
HP:0012377,6
HP:0002062,6
HP:0009927,6
HP:0002385,6
HP:0012248,6
HP:0004602,6
HP:0003568,6
HP:0004527,6
HP:0006155,6
HP:0002835,6
HP:0011332,6
HP:0000298,6
HP:0008724,6
HP:0002021,6
HP:0007033,6
HP:0001883,6
HP:0000051,6
HP:0005943,6
HP:0005474,6
HP:0001234,6
HP:0009768,6
HP:0002321,6
HP:0100876,6
HP:0000086,6
HP:0005216,6
HP:0000537,6
HP:0002875,6
HP:0000311,6
HP:0011217,6
HP:0002979,6
HP:0001298,6
HP:0009702,6
HP:0012242,6
HP:0000858,6
HP:0001493,6
HP:0000573,6
HP:0003444,6
HP:0006349,6
HP:0006297,6
HP:0002925,6
HP:0001367,6
HP:0003348,6
HP:0003095,6
HP:0100023,6
HP:0012135,6
HP:0002406,6
HP:0002350,6
HP:0003090,6
HP:0006127,6
HP:0002673,6
HP:0002907,6
HP:0010619,6
HP:0006094,6
HP:0000191,6
HP:0000774,6
HP:0000643,6
HP:0003481,6
HP:0002486,6
HP:0000871,6
HP:0000183,6
HP:0011917,6
HP:0006465,6
HP:0006829,6
HP:0000935,6
HP:0002905,6
HP:0002616,6
HP:0001530,6
HP:0001126,6
HP:0008213,6
HP:0000293,6
HP:0011504,6
HP:0000338,6
HP:0001623,6
HP:0007485,6
HP:0200055,6
HP:0005659,6
HP:0005406,6
HP:0002389,6
HP:0003270,6
HP:0005172,6
HP:0003680,6
HP:0003023,6
HP:0001245,6
HP:0012296,6
HP:0010314,6
HP:0002304,6
HP:0011711,6
HP:0000574,6
HP:0007989,6
HP:0001658,6
HP:0012171,6
HP:0000684,6
HP:0100502,6
HP:0000201,6
HP:0004942,6
HP:0002025,6
HP:0001716,6
HP:0005968,6
HP:0002953,6
HP:0007108,6
HP:0006099,6
HP:0006528,6
HP:0001102,6
HP:0000509,6
HP:0002208,6
HP:0005366,6
HP:0012301,6
HP:0008605,6
HP:0005207,6
HP:0000550,6
HP:0005764,6
HP:0002933,6
HP:0000139,6
HP:0002504,6
HP:0003025,6
HP:0003083,6
HP:0002133,6
HP:0003461,6
HP:0010806,6
HP:0005709,6
HP:0002761,6
HP:0001533,6
HP:0011484,6
HP:0001539,6
HP:0011229,6
HP:0002490,6
HP:0005528,6
HP:0000813,6
HP:0000902,6
HP:0006665,6
HP:0001072,6
HP:0010554,6
HP:0003138,6
HP:0008207,6
HP:0007427,6
HP:0003203,6
HP:0012203,6
HP:0100297,6
HP:0009890,6
HP:0011087,6
HP:0010654,6
HP:0011900,6
HP:0006778,6
HP:0000528,6
HP:0004523,6
HP:0001898,6
HP:0001822,6
HP:0002127,6
HP:0008994,6
HP:0100578,6
HP:0002414,6
HP:0001090,6
HP:0008245,6
HP:0000114,6
HP:0002145,6
HP:0001909,6
HP:0006385,6
HP:0000921,6
HP:0000194,6
HP:0004411,6
HP:0007270,6
HP:0005356,6
HP:0011170,6
HP:0002223,6
HP:0002392,6
HP:0005257,6
HP:0010958,6
HP:0010837,6
HP:0003022,6
HP:0002425,6
HP:0012730,6
HP:0003199,6
HP:0001017,6
HP:0006481,6
HP:0012263,6
HP:0005832,6
HP:0001591,6
HP:0010582,6
HP:0002293,6
HP:0002840,6
HP:0003079,6
HP:0000577,6
HP:0001816,6
HP:0002967,6
HP:0007260,6
HP:0004454,6
HP:0010557,6
HP:0007209,6
HP:0001413,6
HP:0001840,6
HP:0006016,6
HP:0012499,6
HP:0003551,6
HP:0000563,6
HP:0005421,6
HP:0002410,6
HP:0003635,6
HP:0001799,6
HP:0100658,6
HP:0007460,6
HP:0010043,6
HP:0002134,6
HP:0005381,6
HP:0000855,6
HP:0005180,6
HP:0000836,6
HP:0003189,6
HP:0003325,6
HP:0007958,6
HP:0002633,6
HP:0000998,6
HP:0001476,6
HP:0001498,6
HP:0003300,6
HP:0002174,6
HP:0011149,6
HP:0001945,6
HP:0002003,6
HP:0002945,6
HP:0006817,6
HP:0007925,6
HP:0003071,6
HP:0100869,6
HP:0003805,6
HP:0002756,6
HP:0100678,6
HP:0005978,6
HP:0003100,6
HP:0006644,6
HP:0002099,6
HP:0003282,6
HP:0100301,6
HP:0012806,6
HP:0009729,6
HP:0006192,6
HP:0100585,6
HP:0007710,6
HP:0012208,6
HP:0005092,6
HP:0000480,6
HP:0001864,6
HP:0100679,6
HP:0011981,6
HP:0005267,6
HP:0001541,6
HP:0000805,6
HP:0012056,6
HP:0007256,6
HP:0010765,6
HP:0006201,6
HP:0012179,6
HP:0002834,6
HP:0000589,6
HP:0000863,6
HP:0007565,6
HP:0001009,6
HP:0000873,6
HP:0002445,6
HP:0008347,6
HP:0008959,6
HP:0002061,6
HP:0000891,6
HP:0000331,6
HP:0001030,6
HP:0011755,6
HP:0005338,6
HP:0006979,6
HP:0000465,6
HP:0010477,6
HP:0006640,6
HP:0002183,6
HP:0002483,6
HP:0000882,6
HP:0001538,6
HP:0006532,6
HP:0001674,6
HP:0000244,6
HP:0001188,6
HP:0001649,6
HP:0001583,6
HP:0001888,6
HP:0005616,6
HP:0012473,6
HP:0000580,6
HP:0000744,6
HP:0002356,6
HP:0002280,6
HP:0008391,6
HP:0001138,6
HP:0003982,6
HP:0003301,6
HP:0010621,6
HP:0002200,6
HP:0002107,6
HP:0002716,6
HP:0007946,6
HP:0002089,6
HP:0008166,6
HP:0002944,6
HP:0009904,6
HP:0002215,6
HP:0011270,6
HP:0005376,6
HP:0100866,6
HP:0003158,6
HP:0001519,6
HP:0006695,6
HP:0011359,6
HP:0008897,6
HP:0008214,6
HP:0012257,6
HP:0010729,6
HP:0002501,6
HP:0001750,6
HP:0006844,6
HP:0002461,6
HP:0000138,6
HP:0006535,6
HP:0011803,6
HP:0006521,6
HP:0001615,6
HP:0007328,6
HP:0012020,6
HP:0001653,6
HP:0008499,6
HP:0003771,6
HP:0001047,6
HP:0001738,6
HP:0010535,6
HP:0012174,6
HP:0001859,6
HP:0003722,6
HP:0007899,6
HP:0012330,6
HP:0003700,6
HP:0000377,6
HP:0000009,6
HP:0000211,6
HP:0002741,6
HP:0000826,6
HP:0003690,6
HP:0000179,6
HP:0008107,6
HP:0012841,6
HP:0000196,6
HP:0006409,6
HP:0009765,6
HP:0003547,6
HP:0007610,6
HP:0002804,6
HP:0011802,6
HP:0002091,6
HP:0001824,6
HP:0002984,6
HP:0008368,6
HP:0006316,6
HP:0000050,6
HP:0001087,6
HP:0003995,6
HP:0007263,6
HP:0000653,6
HP:0006313,6
HP:0000189,6
HP:0006740,6
HP:0004743,6
HP:0100259,6
HP:0006108,6
HP:0002879,6
HP:0004686,6
HP:0002742,6
HP:0012358,6
HP:0200030,6
HP:0012759,6
HP:0002375,6
HP:0008348,6
HP:0000046,6
HP:0100021,6
HP:0004312,6
HP:0006758,6
HP:0001771,6
HP:0000977,6
HP:0002395,6
HP:0004482,6
HP:0007678,6
HP:0005243,6
HP:0001531,6
HP:0002977,6
HP:0007024,6
HP:0001135,6
HP:0001913,6
HP:0002904,6
HP:0100256,6
HP:0003109,6
HP:0006106,6
HP:0003228,6
HP:0002155,6
HP:0004618,6
HP:0000572,6
HP:0009466,6
HP:0009914,6
HP:0007410,6
HP:0009804,6
HP:0000248,6
HP:0008944,6
HP:0012332,6
HP:0000843,6
HP:0005369,6
HP:0002778,6
HP:0008282,6
HP:0009281,6
HP:0012736,6
HP:0003528,6
HP:0003713,6
HP:0010034,6
HP:0001402,6
HP:0000488,6
HP:0003648,6
HP:0002593,6
HP:0010300,6
HP:0010502,6
HP:0002700,6
HP:0002803,6
HP:0000879,6
HP:0001897,5
HP:0007963,5
HP:0001117,5
HP:0000356,5
HP:0100886,5
HP:0006375,5
HP:0100838,5
HP:0004894,5
HP:0004761,5
HP:0000026,5
HP:0001046,5
HP:0000202,5
HP:0003946,5
HP:0000956,5
HP:0010568,5
HP:0006773,5
HP:0010323,5
HP:0011704,5
HP:0011402,5
HP:0010017,5
HP:0009514,5
HP:0006495,5
HP:0004371,5
HP:0011784,5
HP:0010133,5
HP:0012681,5
HP:0005793,5
HP:0005297,5
HP:0004924,5
HP:0011407,5
HP:0002000,5
HP:0002011,5
HP:0005995,5
HP:0011716,5
HP:0012644,5
HP:0011701,5
HP:0012870,5
HP:0002075,5
HP:0008281,5
HP:0010287,5
HP:0009413,5
HP:0005222,5
HP:0011574,5
HP:0004197,5
HP:0010706,5
HP:0006456,5
HP:0004797,5
HP:0009662,5
HP:0100963,5
HP:0000711,5
HP:0004406,5
HP:0007851,5
HP:0007982,5
HP:0010020,5
HP:0003920,5
HP:0011444,5
HP:0010075,5
HP:0003849,5
HP:0011480,5
HP:0003537,5
HP:0003760,5
HP:0009026,5
HP:0010280,5
HP:0010675,5
HP:0006264,5
HP:0000222,5
HP:0010430,5
HP:0011777,5
HP:0012435,5
HP:0007035,5
HP:0011536,5
HP:0100155,5
HP:0100847,5
HP:0004016,5
HP:0001741,5
HP:0005449,5
HP:0010447,5
HP:0001315,5
HP:0007780,5
HP:0100818,5
HP:0011447,5
HP:0000483,5
HP:0007548,5
HP:0009211,5
HP:0100951,5
HP:0010013,5
HP:0001985,5
HP:0011070,5
HP:0009155,5
HP:0002040,5
HP:0012387,5
HP:0003832,5
HP:0005949,5
HP:0000763,5
HP:0100065,5
HP:0008608,5
HP:0000587,5
HP:0010176,5
HP:0010436,5
HP:0012160,5
HP:0000157,5
HP:0010128,5
HP:0005679,5
HP:0100257,5
HP:0009836,5
HP:0006485,5
HP:0001593,5
HP:0003570,5
HP:0009552,5
HP:0008290,5
HP:0100105,5
HP:0012610,5
HP:0001974,5
HP:0012844,5
HP:0012206,5
HP:0100451,5
HP:0005341,5
HP:0100682,5
HP:0100902,5
HP:0003740,5
HP:0000683,5
HP:0011944,5
HP:0100261,5
HP:0010848,5
HP:0011896,5
HP:0009560,5
HP:0009019,5
HP:0010630,5
HP:0006943,5
HP:0009638,5
HP:0004966,5
HP:0004292,5
HP:0012781,5
HP:0010094,5
HP:0012400,5
HP:0009248,5
HP:0011195,5
HP:0009667,5
HP:0100712,5
